,Date,Open,High,Low,Close,Volume,20-day MA,20-day Volatility,Signal
322,2023-10-23T00:00:00+05:30,51.55,51.8,49.85,50.5,27437723,52.325,0.6841244885185531,Sell
323,2023-10-25T00:00:00+05:30,51.0,51.7,49.55,50.0,18364223,52.2125,0.8596013457908854,Sell
324,2023-10-26T00:00:00+05:30,50.0,50.0,48.4,49.65,12875069,52.114999999999995,1.027016629805001,Sell
325,2023-10-27T00:00:00+05:30,50.0,51.65,49.95,50.65,18412382,52.0475,1.078067837920776,Sell
326,2023-10-30T00:00:00+05:30,50.9,51.3,50.35,51.0,11505454,52.0025,1.1030430396723874,Sell
327,2023-10-31T00:00:00+05:30,51.3,51.35,49.9,50.2,10112337,51.8725,1.1560453232788737,Sell
328,2023-11-01T00:00:00+05:30,50.4,50.45,49.2,49.5,17053951,51.69,1.2295270806722898,Sell
329,2023-11-02T00:00:00+05:30,49.95,50.9,49.6,50.5,12789445,51.552499999999995,1.1992843260620447,Sell
330,2023-11-03T00:00:00+05:30,50.95,51.05,49.9,50.15,11108918,51.407500000000006,1.183913559256213,Sell
331,2023-11-06T00:00:00+05:30,50.4,51.15,50.25,50.4,8216930,51.269999999999996,1.1293221068649377,Sell
332,2023-11-07T00:00:00+05:30,50.4,50.7,49.95,50.3,16629921,51.184999999999995,1.135445657927532,Sell
333,2023-11-08T00:00:00+05:30,50.6,52.35,50.45,51.3,19802897,51.135000000000005,1.1053815726046148,Buy
334,2023-11-09T00:00:00+05:30,51.65,51.95,51.1,51.25,10879126,51.07000000000001,1.0548634234375927,Buy
335,2023-11-10T00:00:00+05:30,51.15,51.8,50.8,51.6,13762947,51.015,0.9922197337289806,Sell
336,2023-11-12T00:00:00+05:30,52.0,52.15,51.7,51.85,2231080,50.985,0.9549180179752805,Sell
337,2023-11-13T00:00:00+05:30,51.7,52.7,51.6,52.15,14637354,50.985,0.9549180179752805,Sell
338,2023-11-15T00:00:00+05:30,52.6,53.0,51.6,51.7,14409386,50.915,0.8355741801465121,Sell
339,2023-11-16T00:00:00+05:30,51.8,52.4,51.6,51.8,10050134,50.902499999999996,0.8194149067931846,Sell
340,2023-11-17T00:00:00+05:30,51.8,53.1,51.65,52.7,20601049,50.935,0.8781110108463647,Sell
341,2023-11-20T00:00:00+05:30,52.95,53.5,52.45,52.8,11552406,51.0,0.9658647611561956,Sell
342,2023-11-21T00:00:00+05:30,53.0,55.15,52.25,54.4,38078347,51.19500000000001,1.2198899864121342,Buy
343,2023-11-22T00:00:00+05:30,54.8,56.55,53.85,54.45,39760661,51.417500000000004,1.3850968995178221,Buy
344,2023-11-23T00:00:00+05:30,54.55,55.6,54.2,55.15,15570408,51.692499999999995,1.5516777846478624,Buy
345,2023-11-24T00:00:00+05:30,55.15,56.3,54.55,54.7,21518186,51.894999999999996,1.6683509033903519,Buy
346,2023-11-28T00:00:00+05:30,54.9,54.9,53.65,53.85,16524338,52.0375,1.7090991009427792,Buy
347,2023-11-29T00:00:00+05:30,54.1,55.4,53.7,54.85,26198318,52.27,1.7614587256324217,Buy
348,2023-11-30T00:00:00+05:30,55.1,55.25,54.1,54.4,19880234,52.515,1.6954350474144833,Buy
349,2023-12-01T00:00:00+05:30,54.8,57.65,54.55,56.4,66233355,52.81,1.8340062560879644,Buy
350,2023-12-04T00:00:00+05:30,57.7,58.5,56.75,57.45,42130420,53.175,1.9960157683169284,Buy
351,2023-12-05T00:00:00+05:30,57.7,59.25,56.7,58.9,39125672,53.6,2.2613456636542186,Buy
352,2023-12-06T00:00:00+05:30,59.25,60.65,59.05,60.2,43328035,54.095000000000006,2.5642224634588016,Buy
353,2023-12-07T00:00:00+05:30,60.6,64.7,60.25,64.25,67240281,54.74250000000001,3.3392118121373047,Buy
354,2023-12-08T00:00:00+05:30,64.65,65.7,61.7,63.2,41323843,55.34000000000001,3.7279033192796582,Buy
355,2023-12-11T00:00:00+05:30,63.75,64.8,62.7,63.15,26225259,55.9175,4.002541133619664,Buy
356,2023-12-12T00:00:00+05:30,63.7,63.7,61.2,62.0,21186115,56.425,4.101909054908272,Buy
357,2023-12-13T00:00:00+05:30,62.5,64.8,61.9,64.25,48287436,57.029999999999994,4.3244835408102205,Buy
358,2023-12-14T00:00:00+05:30,64.85,66.85,64.1,64.9,63040147,57.69000000000001,4.472947927027146,Buy
359,2023-12-15T00:00:00+05:30,65.5,66.6,64.1,65.05,47327748,58.3525,4.53545897984939,Buy
360,2023-12-18T00:00:00+05:30,65.5,66.6,64.4,65.7,24614117,59.00250000000001,4.61360901658306,Buy
361,2023-12-19T00:00:00+05:30,66.15,66.95,64.6,64.85,25093633,59.605,4.547321363060803,Buy
362,2023-12-20T00:00:00+05:30,65.4,65.4,58.0,60.35,29751533,59.90250000000001,4.3804432303978835,Buy
363,2023-12-21T00:00:00+05:30,59.45,63.75,58.5,63.45,32889189,60.3525,4.251206485099166,Buy
364,2023-12-22T00:00:00+05:30,64.2,65.35,63.2,64.7,25544220,60.83,4.171690304900625,Buy
365,2023-12-26T00:00:00+05:30,65.25,65.9,64.4,64.6,14667613,61.325,3.989410324451974,Buy
366,2023-12-27T00:00:00+05:30,65.15,65.45,63.5,64.2,16378714,61.842499999999994,3.6232173475200686,Buy
367,2023-12-28T00:00:00+05:30,64.5,66.1,63.7,64.95,25966207,62.347500000000004,3.285433360825179,Sell
368,2023-12-29T00:00:00+05:30,65.1,65.55,64.25,64.6,12751253,62.8575,2.7318431699614756,Sell
369,2024-01-01T00:00:00+05:30,64.95,67.45,64.75,66.15,33495776,63.345000000000006,2.3640342414480546,Sell
370,2024-01-02T00:00:00+05:30,66.25,68.75,64.65,68.0,41210903,63.8725,2.146445960922372,Sell
371,2024-01-03T00:00:00+05:30,68.2,68.45,67.0,67.35,19256891,64.295,1.9376396384320633,Sell
372,2024-01-04T00:00:00+05:30,68.0,69.8,67.55,69.05,56887404,64.7375,1.9636080512539829,Sell
373,2024-01-05T00:00:00+05:30,70.0,75.3,70.0,71.95,116761947,65.12249999999999,2.5347830281904042,Sell
374,2024-01-08T00:00:00+05:30,72.8,72.8,70.0,70.55,36508713,65.49000000000001,2.7638455284739223,Sell
375,2024-01-09T00:00:00+05:30,71.1,71.65,70.0,70.5,24264212,65.8575,2.9205386579591353,Sell
376,2024-01-10T00:00:00+05:30,70.45,70.45,68.4,69.15,35907742,66.215,2.8604885486301646,Sell
377,2024-01-11T00:00:00+05:30,69.7,69.9,68.55,69.1,19700812,66.45750000000001,2.8905597254369284,Sell
378,2024-01-12T00:00:00+05:30,69.45,70.35,68.55,69.15,26246971,66.66999999999999,2.926035579163138,Sell
379,2024-01-15T00:00:00+05:30,69.6,73.1,69.6,72.45,68548194,67.03999999999999,3.1682470663896294,Sell
380,2024-01-16T00:00:00+05:30,72.9,74.1,71.15,72.35,46560482,67.37249999999999,3.363170301023504,Buy
381,2024-01-17T00:00:00+05:30,71.45,74.4,70.15,73.0,54032963,67.78,3.5310055225108843,Buy
382,2024-01-18T00:00:00+05:30,69.0,72.15,68.55,71.1,157329595,68.3175,3.136637279166187,Buy
383,2024-01-19T00:00:00+05:30,70.35,75.35,70.15,73.55,223892254,68.8225,3.1247515690728993,Buy
384,2024-01-20T00:00:00+05:30,75.0,85.0,74.65,80.5,261447648,69.6125,3.9229713161545057,Buy
385,2024-01-23T00:00:00+05:30,83.3,84.15,75.2,75.95,181342574,70.18,3.980227446556095,Buy
386,2024-01-24T00:00:00+05:30,76.5,81.7,75.45,80.4,159093882,70.99000000000001,4.3320591918980105,Buy
387,2024-01-25T00:00:00+05:30,81.5,84.4,80.45,83.3,143423574,71.9075,4.892455927241746,Buy
388,2024-01-29T00:00:00+05:30,85.5,89.6,84.8,86.95,229399393,73.025,5.6320861798134025,Buy
389,2024-01-30T00:00:00+05:30,89.55,92.0,87.2,87.6,241812307,74.0975,6.261189457367967,Buy
390,2024-01-31T00:00:00+05:30,88.45,91.75,87.85,90.95,139472846,75.245,7.127926914977906,Buy
391,2024-02-01T00:00:00+05:30,91.95,93.95,90.2,91.4,171023321,76.4475,7.729207677103323,Buy
392,2024-02-02T00:00:00+05:30,92.85,103.0,92.25,100.65,502923653,78.0275,9.222918749677978,Buy
393,2024-02-05T00:00:00+05:30,105.75,115.85,98.55,103.65,624762919,79.6125,10.725067476171187,Buy
394,2024-02-06T00:00:00+05:30,107.05,109.1,100.1,101.25,249855866,81.14750000000001,11.526724953684756,Buy
395,2024-02-07T00:00:00+05:30,102.95,105.25,100.8,102.7,133272730,82.7575,12.190896895030631,Buy
396,2024-02-08T00:00:00+05:30,103.75,104.75,100.0,101.5,117672992,84.375,12.434105262712517,Buy
397,2024-02-09T00:00:00+05:30,102.2,102.2,92.5,96.25,220190578,85.73249999999999,12.157662463605089,Buy
398,2024-02-12T00:00:00+05:30,95.5,95.9,77.65,81.0,389284421,86.325,11.582115296302614,Sell
399,2024-02-13T00:00:00+05:30,80.95,87.85,77.5,85.8,400673877,86.9925,11.115686817334213,Sell
400,2024-02-14T00:00:00+05:30,84.05,89.8,83.05,88.55,252396060,87.8025,10.569350861409797,Buy
401,2024-02-15T00:00:00+05:30,90.9,96.55,89.35,92.6,284629734,88.7825,10.018946196818408,Buy
402,2024-02-16T00:00:00+05:30,93.3,95.9,92.1,92.85,136095716,89.87,9.140502692614314,Buy
403,2024-02-19T00:00:00+05:30,94.4,98.9,94.05,96.8,222980210,91.0325,8.404514372770784,Sell
404,2024-02-20T00:00:00+05:30,97.6,98.7,94.2,94.8,134072640,91.7475,8.062640859642977,Sell
405,2024-02-21T00:00:00+05:30,95.75,96.5,91.55,92.65,114645187,92.58250000000001,7.15404329916456,Sell
406,2024-02-22T00:00:00+05:30,92.4,94.9,88.6,94.1,172188774,93.2675,6.5571631181403705,Sell
407,2024-02-23T00:00:00+05:30,94.5,94.8,91.15,91.65,85253172,93.68499999999999,6.141791698125517,Sell
408,2024-02-26T00:00:00+05:30,90.75,94.1,90.55,92.2,91726112,93.9475,5.947920357482355,Sell
